,Body,acode1,acode2,acode3,acode4,acode5,acode6,acode7,acode8,acode9,acode10,pcode1,pcode2,pcode3,pcode4,pcode5,pcode6,pcode7,pcode8,pcode9,pcode10
996,in my department in particular not feeling as if i have confidence to make a statement across the organization there is room to improve decisions around the kinds of systems and processes implemented and how those are used across multiple teams many processes of workflows are done at an independent or singular level which leads to a lot of time spent on work that can be automated or simplified a great amount of loss when a staff moves to a new role and a new hire comes online and a lot of spending that can be consolidated and efficiencies created,52,,,,,,,,,,52,,,,,,,,,
997,career management managing sc staff s career expectations and aspirations,3,,,,,,,,,,3,,,,,,,,,
998,what work is important right now how to appropriately prioritize,4,,,,,,,,,,,,,,,,,,,
999,departmental head count decisions,2,52,,,,,,,,,52,,,,,,,,,
1000,creating inequities in talent selection decisions and internal staff mobility certain departments seem to have many more in role promotions and internal staff mobility gig assignments are only possible for those staff that have capacity in their current roles staff that are already overextended for time are now doubly disadvantaged in their inability to take on gig assignments or other opportunities for visibility,2,3,54,,,,,,,,2,52,,,,,,,,
1001,i have experienced many non field facing decisions made based on personal perspectives not taking internal or external data insights into consideration by doing so decisions change very quickly sometimes when we are close to execution i would suggest keeping what we are trying to solve for in mind as we make decisions and identifying what data can support us in the decision making and in mitigating risk to ensure successful outcomes i suggest we stay close to the evidences of results accomplished and adjust quickly if necessary,13,,,,,,,,,,13,,,,,,,,,
1002,decisions that require tradeoffs in our triple win eg tell our operators at rpms to take care of themselves while sharing the most ambitious org plan they ve ever seen,53,,,,,,,,,,53,,,,,,,,,
1003,headcount decisions how many to allocate to depts when to hire vs develop vs outsource,2,,,,,,,,,,2,,,,,,,,,
1004,its apparent that dei is an area of the business that needs more attention and tons more grace some staff are not clear on the dei strategy and it s expected outcomes,12,69,,,,,,,,,,,,,,,,,,
1005,leadership if the decisions being made at the planning level correctly then leadership will be able to make and share decision down to their org more easily and clearly because of misalignments that happen at the planning level staff are often impacted by slow and or changing decision making which then impacts their ability and capacity to deliver on work timely or within budget and it directly impacts the staff experience those who are recipients of the work,12,13,54,70,,,,,,,13,70,,,,,,,,
